iatacode,name,country,city,province,latitude,longitude,elevation,gmtoffset
DIL,Presidente Nicolau Lobato Intl,TL,Dili,Timor-Leste,-8.546553,125.524719,8,8
GPS,Seymour,EC,,,-0.453758,-90.265914,63,-6
GYE,Jose Joaquin De Olmedo Intl,EC,Guayaquil,Ecuador,-2.157419,-79.883558,6,-5
UIO,Mariscal Sucre Intl,EC,Quito,Ecuador,-0.141144,-78.488214,2813,-5
CUE,Mariscal Lamar,EC,Cuenca,Ecuador,-2.889467,-78.984397,2532,-5
HRG,Hurghada Intl,ET,Hurghada,Egypt,27.178317,33.799436,16,2
ASW,Aswan Intl,ET,Aswan,Egypt,23.964356,32.819975,202,2
ATZ,Asyut International Airport,ET,Asyut,Egypt,27.046508,31.011983,235,2
HBE,Borg El Arab Intl,ET,Al Iskandariyah,Egypt,30.917669,29.696408,54,2
CAI,Cairo Intl,ET,Al Qahirah,Egypt,30.121944,31.405556,116,2
LXR,Luxor Intl,ET,Al Uqsur,Egypt,25.671028,32.706583,90,2
ALY,Alexandria Intl,ET,Al Iskandariyah,Egypt,31.183903,29.948889,-2,2
SAL,El Salvador Intl,ES,San Salvador,El Salvador,13.440947,-89.055728,31,-6
SSG,Malabo,GQ,Malabo,Insular,3.755267,8.708717,23,1
BSG,Bata,GQ,Bata,Continental,1.9056,9.8056,11,1
ASM,Asmara Intl,ER,Asmara,Eritrea,15.291853,38.910667,2336,3
MSW,Massaua,ER,Massaua,Eritrea,15.68,39.28,59,3
TLL,Tallinn-Ulemiste International,EST,Tallinn,Estonia,59.413317,24.832844,40,2
GDQ,Gondar,ETH,Gondar,Amhara,12.5199,37.434047,1994,3
DIR,Dire Dawa Intl,ETH,Dire Dawa,Dire Dawa,9.6247,41.854203,1167,3
ADD,Bole Intl,ETH,Addis Ababa,Addis Ababa,8.977889,38.799319,2334,3
GMB,Gambella,ETH,Gambella,Gambella,8.128764,34.563131,540,3
PSY,Port Stanley,FALK,Stanley,Falkland Islands,-51.6857,-57.7776,23,-3
FAE,Vagar,FO,Tórshavn,Faroe Islands,62.063628,-7.277219,85,0
SUV,Nausori Intl,FJI,Suva,Fiji,-18.043267,178.559228,5,12
MHQ,Mariehamn,SF,Mariehamn,Åland,60.122203,19.898156,5,2
OUL,Oulu,SF,Oulu,Pohjois-Pohjanmaa,64.930061,25.354564,14,2
HEL,Helsinki Vantaa,SF,Helsinki,Uusimaa,60.317222,24.963333,55,2
POR,Pori,SF,Pori,Satakunta,61.461686,21.799983,13,2
JOE,Joensuu,SF,Joensuu,Pohjols-Karjala,62.662906,29.60755,121,2
RVN,Rovaniemi,SF,Rovaniemi,Lappia,66.564822,25.830411,196,2
JYV,Jyväskylä,SF,Jyväskylä,Keski-Suomi,62.399453,25.678253,140,2
KUO,Kuopio,SF,Kuopio,Pohjois-Savo,63.00715,27.797756,98,2
LPP,Lappeenranta,SF,Lappeenranta,Etelä-Karjala,61.044553,28.144397,106,2
TMP,Tampere Pirkkala,SF,Tampere,Pirkanmaa,61.414147,23.604392,119,2
TKU,Turku,SF,Turku,Varsinais-Suomi,60.514142,22.262808,49,2
VAA,Vaasa,SF,Vaasa,Pohjanmaa,63.05065,21.762175,6,2
MLH,Basel Mulhouse,F,Mulhouse,Grand Est,47.589583,7.529914,270,1
MRS,Provence,F,Marseille,Provence-Alpes-Côte d'Azur,43.435555,5.213611,23,1
MPL,Mediterranee,F,Montpellier,Occitanie,43.576194,3.963014,5,1
CFR,Carpiquet,F,Caen,Normandie,49.173333,-0.45,78,1
ANE,Angers-Loire Airport,F,Angers,Pays de la Loire,47.5603,-0.312222,59,1
ETZ,Metz Nancy Lorraine,F,Metz,Grand Est,48.982142,6.251319,265,1
ORY,Orly,F,Paris,Île-de-France,48.725278,2.359444,89,1
FNI,Garons,F,Nîmes,Occitanie,43.757444,4.416347,94,1
PGF,Rivesaltes,F,Perpignan,Occitanie,42.740442,2.870667,44,1
RNS,St Jacques,F,Rennes,Bretagne,48.069508,-1.734794,38,1
LYS,Saint Exupery,F,Lyon,Auvergne-Rhône-Alpes,45.726387,5.090833,250,1
BOD,Merignac,F,Bordeaux,Nouvelle-Aquitaine,44.828335,-0.715556,49,1
SXB,Entzheim,F,Strasbourg,Grand Est,48.538319,7.628233,154,1
CFE,Auvergne,F,Clermont-Ferrand,Auvergne-Rhône-Alpes,45.786661,3.169169,332,1
LIG,Bellegarde,F,Limoges,Nouvelle-Aquitaine,45.862778,1.179444,396,1
LIL,Lesquin,F,Lille,Hauts-de-France,50.561942,3.089444,48,1
CDG,Charles De Gaulle,F,Paris,Île-de-France,49.012779,2.55,120,1
AJA,Campo Dell Oro,F,Ajaccio,Corse,41.923637,8.802917,5,1
TUF,Val De Loire,F,Tours,Centre-Val de Loire,47.432222,0.727606,109,1
TLS,Blagnac,F,Toulouse,Occitanie,43.629075,1.363819,152,1
BES,Guipavas,F,Brest,Bretagne,48.447911,-4.418539,99,1
NCE,Cote d'Azur,F,Nice,Provence-Alpes-Côte d'Azur,43.658411,7.215872,4,1
NTE,Nantes Atlantique,F,Nantes,Pays de la Loire,47.153189,-1.610725,27,1
SBH,Saint Barthelemy,SBAR,Gustavia,Saint Barthelemy,17.9023,-62.8324,15,-4
CAY,Rochambeau,GF,Cayenne,French Guiana,4.819808,-52.360447,8,-3
PPT,Faa'a International,PF,Papeete,French Polynesia,-17.556667,-149.611389,2,-10
LBV,Leon M Ba,G,Libreville,Gabon,0.4586,9.412283,12,1
BJL,Banjul Intl,WAG,Banjul,Gambia,13.337961,-16.652206,29,0
TBS,Tbilisi,GE,Tbilisi,Georgia,41.669167,44.954722,495,4
BUS,Batumi,GE,Batumi,Georgia,41.610278,41.599694,32,4
KUT,Kopitnari,GE,Kutaisi,Georgia,42.176653,42.482583,68,4
HAJ,Hannover,D,Hannover,Niedersachsen,52.461056,9.685078,56,1
HAM,Hamburg,D,Hamburg,Hamburg,53.630389,9.988228,16,1
PAD,Paderborn Lippstadt,D,Paderborn,Nordrhein-Westfalen,51.614089,8.616317,213,1
GWT,Westerland Sylt,D,,,54.91325,8.340472,16,1
SCN,Saarbrücken,D,Saarbrücken,Saarland,49.214553,7.109508,323,1
TXL,Tegel,D,Berlin,Berlin,52.559686,13.287711,37,1
BRE,Neuenland,D,Bremen,Bremen,53.0475,8.786667,4,1
SXF,Schönefeld,D,Berlin,Berlin,52.380001,13.5225,48,1
STR,Stuttgart,D,Stuttgart,Baden-Württemberg,48.689878,9.221964,389,1
LBC,Lübeck,D,Lübeck,Schleswig-Holstein,53.805367,10.719222,16,1
LEJ,Leipzig Halle,D,Leipzig,Sachsen,51.432447,12.241633,142,1
CGN,Köln Bonn,D,Köln,Nordrhein-Westfalen,50.865917,7.142744,92,1
HHN,Frankfurt Hahn,D,Frankfurt,Hessen,49.948672,7.263892,503,1
FRA,Frankfurt Main,D,Frankfurt,Hessen,50.026421,8.543125,111,1
FMO,Münster Osnabrück,D,Münster,Nordrhein-Westfalen,52.134642,7.684831,49,1
FKB,Baden Airpark,D,Karlsruhe,Baden-Württemberg,48.7793,8.08048,124,1
DUS,Düsseldorf,D,Düsseldorf,Nordrhein-Westfalen,51.289453,6.766775,45,1
NUE,Nürnberg,D,Nürnberg,Bayern,49.4987,11.066897,319,1
DRS,Dresden,D,Dresden,Sachsen,51.132767,13.767161,230,1
DTM,Dortmund,D,Dortmund,Nordrhein-Westfalen,51.518314,7.612242,130,1
MUC,Franz Josef Strauss,D,München,Bayern,48.353783,11.786086,453,1
ACC,Kotoka Intl,GH,Accra,Greater Accra,5.605186,-0.166786,63,0
GIB,Gibraltar,GBZ,Gibraltar,Gibraltar,36.151219,-5.349664,5,1
HER,Nikos Kazantzakis,GR,Iraklio,Kritis,35.339719,25.180297,35,2
IOA,Ioannina,GR,Ioannina,Ipeiroy,39.696388,20.8225,475,2
JMK,Mikonos,GR,,,37.435128,25.348103,123,2
JKH,Chios,GR,,,38.343175,26.140572,5,2
RHO,Rhodes Diagoras,GR,Rhodes,Notioy Aigaioy,36.405419,28.086192,5,2
ATH,Eleftherios Venizelos Intl,GR,Athina,Attikis,37.936358,23.944467,94,2
EFL,Kefallinia,GR,,,38.120069,20.500481,18,2
KVA,Megas Alexandros Intl,GR,Kavala,Anatolikis Makedonias kai Thrakis,40.913306,24.619223,5,2
CFU,Ioannis Kapodistrias Intl,GR,Kerkyra,Ionion Nison,39.601944,19.911667,2,2
SKG,Makedonia,GR,Thessaloniki,Kentrikis Makedonias,40.519725,22.97095,7,2
CHQ,Souda,GR,Chania,Kritis,35.531747,24.149678,149,2
SMI,Samos,GR,,,37.689999,26.911667,6,2
KGS,Kos,GR,,,36.793335,27.091667,126,2
MJT,Mitilini,GR,Mytilini,Boreioy Aigaioy,39.056667,26.598333,18,2
GPA,Araxos,GR,Patra,Dytikis Elladas,38.151111,21.425556,14,2
ZTH,Dionysios Solomos,GR,,,37.750853,20.88425,5,2
JIK,Ikaria,GR,,,37.682717,26.347061,24,2
JSY,Syros,GR,Ermoupoli,Notioy Aigaioy,37.422792,24.950936,72,2
GOH,Nuuk,GL,Nuuk,Greenland,64.190922,-51.678064,86,-3
GND,Point Salines Intl,WG,Saint George's,Grenada,12.004247,-61.786192,13,-4
PTP,Le Raizet,GP,Basse-Terre,Guadeloupe,16.265306,-61.531806,11,-4
GUM,Guam Intl,GU,Hagåtña,Guam,13.48345,144.795983,91,10
GUA,La Aurora,GCA,Ciudad de Guatemala,Guatemala,14.583272,-90.527475,1510,-6
GCI,Guernsey,GBG,Saint Peter Port,Guernsey,49.434956,-2.601969,102,0
CKY,Conakry,RG,Conakry,Guinea,9.576889,-13.611961,22,0
OXB,Osvaldo Vieira Intl,GUB,Bissau,Guinea-Bissau,11.8947,-15.6536,39,0
GEO,Cheddi Jagan Intl,GUY,Georgetown,Guyana,6.498553,-58.254119,29,-4
PAP,Toussaint Louverture Intl,RH,Port-au-Prince,Haiti,18.58005,-72.292542,37,-5
TGU,Toncontin Intl,HN,Tegucigalpa,Francisco Morazán,14.060883,-87.217197,1004,-6
HKG,Hong Kong Intl,HK,Kowloon,Hong Kong,22.308919,113.914603,9,8
BUD,Ferihegy,H,Budapest,Budapest,47.436933,19.255592,151,1
KEF,Keflavik International Airport,IS,Keflavik,Iceland,63.985,-22.605556,52,0
SXR,Srinagar,IND,Srinagar,Jammu and Kashmir,33.987139,74.77425,1655,5.5
STV,Surat,IND,Surat,Gujarat,21.114061,72.741792,5,5.5
DED,Dehradun,IND,Dehra Dun,Uttarakhand,30.189689,78.180256,558,5.5
DEL,Indira Gandhi Intl,IND,Delhi,Delhi,28.5665,77.103088,237,5.5
LKO,Lucknow,IND,Lucknow,Uttar Pradesh,26.760594,80.889339,125,5.5
CJB,Coimbatore,IND,Coimbatore,Tamil Nadu,11.030031,77.043383,404,5.5
COK,Cochin,IND,Kochi,Kerala,10.155556,76.391389,2,5.5
BHO,Bhopal,IND,Bhopal,Madhya Pradesh,23.287467,77.337375,524,5.5
BLR,Bangalore,IND,Bangalore,Karnataka,12.949986,77.668206,888,5.5
TRZ,Trichy,IND,Tiruchirappalli,Tamil Nadu,10.765364,78.709722,88,5.5
TRV,Thiruvananthapuram Intl,IND,Trivandrum,Kerala,8.482122,76.920114,5,5.5
AJL,Aizawl,IND,Aijal,Mizoram,23.746603,92.802767,305,5.5
CCJ,Calicut,IND,Kozhikode,Kerala,11.136839,75.9553,104,5.5
CCU,Netaji Subhash Chandra Bose Intl,IND,Kolkata,West Bengal,22.654739,88.446722,5,5.5
BBI,Bhubaneshwar,IND,Bhubaneswar,Odisha,20.244364,85.817781,42,5.5
VGA,Vijayawada,IND,Vijayawada,Andhra Pradesh,16.530433,80.796847,25,5.5
VNS,Varanasi,IND,Varanasi,Uttar Pradesh,25.452358,82.859342,81,5.5
DIU,Diu Airport,IND,Daman,Daman and Diu,20.7131,70.9211,9,5.5
VTZ,Visakhapatnam,IND,Visakhapatnam,Andhra Pradesh,17.721167,83.224483,5,5.5
NAG,Dr Ambedkar Intl,IND,Nagpur,Maharashtra,21.092192,79.047183,315,5.5
GOP,Gorakhpur Airport,IND,Gorakhpur,Uttar Pradesh,26.739708,83.449708,79,5.5
GAU,Lokpriya Gopinath Bordoloi International Airport,IND,Gauhati,Assam,26.106092,91.585939,49,5.5
PNQ,Pune,IND,Pune,Maharashtra,18.582111,73.919697,592,5.5
GOI,Goa,IND,Panaji,Goa,15.380833,73.831422,56,5.5
IMF,Imphal,IND,Imphal,Manipur,24.75995,93.896697,774,5.5
IDR,Devi Ahilyabai Holkar,IND,Indore,Madhya Pradesh,22.721786,75.801086,564,5.5
RAJ,Rajkot,IND,Rajkot,Gujarat,22.309183,70.779525,134,5.5
HYD,Hyderabad,IND,Hyderabad,Telangana,17.453117,78.467586,531,5.5
RPR,Raipur,IND,Raipur,Chhattisgarh,21.180406,81.738753,317,5.5
JLR,Jabalpur,IND,Jabalpur,Madhya Pradesh,23.177817,80.052047,495,5.5
RJA,Rajahmundry,IND,Rajahmundry,Andhra Pradesh,17.110361,81.818208,46,5.5
JGA,Jamnagar,IND,Jamnagar,Gujarat,22.465522,70.012556,21,5.5
JDH,Jodhpur,IND,Jodhpur,Rajasthan,26.251092,73.048869,219,5.5
JAI,Jaipur,IND,Jaipur,Rajasthan,26.824192,75.812161,385,5.5
IXZ,Port Blair,IND,Port Blair,Andaman and Nicobar Islands,11.641161,92.729744,4,5.5
IXR,Birsa Munda,IND,Ranchi,Jharkhand,23.31425,85.321675,655,5.5
IXU,Aurangabad,IND,Aurangabad,Maharashtra,19.862728,75.398114,583,5.5
IXC,Chandigarh,IND,Chandigarh,Chandigarh,30.673469,76.788542,309,5.5
IXA,Agartala,IND,Agartala,Tripura,23.886978,91.24045,14,5.5
IXM,Madurai,IND,Madurai,Tamil Nadu,9.834508,78.093378,140,5.5
IXJ,Jammu,IND,Jammu,Jammu and Kashmir,32.689142,74.837389,314,5.5
ATQ,Amritsar,IND,Amritsar,Punjab,31.709594,74.797264,230,5.5
MAA,Chennai Intl,IND,Chennai,Tamil Nadu,12.994414,80.180517,16,5.5
BOM,Chhatrapati Shivaji Intl,IND,Mumbai,Maharashtra,19.088686,72.867919,11,5.5
AMD,Ahmedabad,IND,Ahmadabad,Gujarat,23.077242,72.63465,58,5.5
IXD,Allahabad,IND,Allahabad,Uttar Pradesh,25.440064,81.733872,98,5.5
BDJ,Syamsudin Noor,RI,Bandjarmasin,Kalimantan Selatan,-3.442356,114.762553,20,8
KDI,Wolter Monginsidi,RI,Kendari,Sulawesi Tenggara,-4.081608,122.418231,164,8
TKG,Radin Inten II (Branti) Airport,RI,Bandar Lampung,Lampung,-5.242339,105.178939,86,7
BTH,Hang Nadim,RI,Batam,Kepulauan Riau,1.121028,104.118753,38,7
KOE,El Tari,RI,Kupang,Nusa Tenggara Timur,-10.171583,123.671136,102,8
TTE,Sultan Babullah,RI,Ternate,Maluku Utara,0.831414,127.381486,15,9
BKS,Fatmawati Soekarno,RI,Bengkulu,Bengkulu,-3.8637,102.339036,15,7
AMQ,Pattimura,RI,Ambon,Maluku,-3.710264,128.089136,10,9
BPN,Sepinggan,RI,Balikpapan,Kalimantan Timur,-1.268272,116.894478,4,8
MLG,Abdul Rachman Saleh,RI,Malang,Jawa Timur,-7.926556,112.714514,526,7
MDC,Sam Ratulangi,RI,Manado,Sulawesi Utara,1.549447,124.925878,80,8
DJJ,Sentani,RI,Jayapura,Papua,-2.576953,140.516372,88,9
LOP,Lombok International Airport,RI,Mataram,Nusa Tenggara Barat,-8.7573222,116.276675,16,8
SRG,Achmad Yani,RI,Semarang,Jawa Tengah,-6.971447,110.374122,4,7
DJB,Sultan Thaha,RI,Jambi,Jambi,-1.638017,103.644378,25,7
CGK,Soekarno Hatta Intl,RI,Jakarta,DKI Jakarta,-6.125567,106.655897,10,7
BDO,Husein Sastranegara,RI,Bandung,Jawa Barat,-6.900625,107.576294,743,7
UPG,Hasanuddin,RI,Makassar,Sulawesi Selatan,-5.061631,119.554042,14,8
DPS,Bali Ngurah Rai,RI,Denpasar,Bali,-8.748169,115.167172,4,8
PLW,Mutiara,RI,Palu,Sulawesi Tengah,-0.918542,119.909642,87,8
PGK,Depati Amir,RI,Pangkal Pinang,Kepulauan Bangka Belitung,-2.1622,106.139064,33,7
PKY,Tjilik Riwut,RI,Palangkaraya,Kalimantan Tengah,-2.225128,113.942661,25,7
PLM,Sultan Mahmud Badaruddin Ii,RI,Palembang,Sumatera Selatan,-2.89825,104.699903,15,7
GTO,Jalaluddin,RI,Gorontalo,Gorontalo,0.637119,122.849858,32,8
PNK,Supadio,RI,Pontianak,Kalimantan Barat,-0.150711,109.403892,3,7
PKU,Sultan Syarif Kasim Ii,RI,Pekanbaru,Riau,0.460786,101.444539,31,7
PDG,Tabing,RI,Padang,Sumatera Barat,-0.874989,100.351881,3,7
JOG,Adi Sutjipto,RI,Yogyakarta,DI Yogyakarta,-7.788181,110.431758,107,7
BTJ,Sultan Iskandarmuda,RI,Banda Aceh,Aceh,5.523522,95.420372,20,7
MES,Polonia,RI,Medan,Sumatera Utara,3.558056,98.671722,35,7
SUB,Juanda,RI,Surabaya,Jawa Timur,-7.379831,112.786858,3,7
AWZ,Ahwaz,IR,Ahvaz,Khuzestan,31.337431,48.76195,20,3.5
ABD,Abadan,IR,Abadan,Khuzestan,30.371111,48.228333,6,3.5
SYZ,Shiraz Shahid Dastghaib Intl,IR,Shiraz,Fars,29.539242,52.589786,1500,3.5
IFN,Esfahan Shahid Beheshti Intl,IR,Esfahan,Esfahan,32.750836,51.861267,1542,3.5
IKA,Imam Khomeini,IR,Tehran,Tehran,35,51,1008,3.5
BUZ,Bushehr,IR,Bushehr,Bushehr,28.944811,50.834637,21,3.5
MHD,Mashhad,IR,Mashhad,Khorasan-e-Razavi,36,59,995,3.5
TBZ,Tabriz Intl,IR,Tabriz,East Azarbayejan,38.133889,46.235,1359,3.5
BND,Bandar Abbas Intl,IR,Bandar Abbas,Hormozgan,27.218317,56.37785,7,3.5
NJF,Al Najaf International Airport,IRQ,An Najaf,al-Najaf,31.991667,44.404167,152,3
BSR,Basrah Intl,IRQ,Al Basrah,Basrah,30.549069,47.662142,3,3
EBL,Erbil Intl,IRQ,Arbil,Arbil,36.237611,43.963158,409,3
BGW,Baghdad International Airport,IRQ,Baghdad,Baghdad,33.262539,44.234578,35,3
ISU,Sulaymaniyah International Airport,IRQ,As Sulaymaniyah,As Sulaymaniyah,35.5608,45.3147,760,3
SNN,Shannon,IRL,Limerick,Munster,52.701978,-8.924817,14,0
ORK,Cork,IRL,Cork,Munster,51.841269,-8.491111,153,0
DUB,Dublin,IRL,Dublin,Leinster,53.421333,-6.270075,74,0
IOM,Isle Of Man,GBM,Douglas,Isle of Man,54.083333,-4.623889,16,0
TLV,Ben Gurion,IL,Tel Aviv-Yafo,Tel Aviv,32.011389,34.886667,41,2
MXP,Malpensa,I,Milano,Lombardia,45.630606,8.728111,234,1
FLR,Firenze,I,Firenze,Toscana,43.809953,11.2051,43,1
PMF,Parma,I,Parma,Emilia-Romagna,44.824483,10.296367,49,1
PMO,Palermo,I,Palermo,Sicilia,38.175958,13.091019,20,1
PEG,Perugia,I,Perúgia,Umbria,43.095906,12.513222,211,1
GOA,Genova Sestri,I,Génova,Liguria,44.413333,8.8375,4,1
PSA,Pisa,I,Pisa,Toscana,43.683917,10.39275,2,1
PSR,Pescara,I,Pescara,Abruzzo,42.431656,14.181067,15,1
AOI,Falconara,I,Ancona,Marche,43.616389,13.362222,3,1
BRI,Bari,I,Bari,Puglia,41.138856,16.760594,54,1
CAG,Elmas,I,Cágliari,Sardegna,39.251469,9.054283,4,1
BZO,Bolzano,I,Bolzano,Trentino-Alto Adige,46.460194,11.326383,241,1
REG,Reggio Calabria,I,Réggio di Calabria,Calabria,38.071206,15.651556,29,1
RMI,Rimini,I,Rímini,Emilia-Romagna,44.020292,12.611747,13,1
NAP,Capodichino,I,Nápoli,Campania,40.886033,14.290781,90,1
VRN,Villafranca,I,Verona,Veneto,45.395706,10.888533,73,1
FCO,Fiumicino,I,Roma,Lazio,41.804475,12.250797,5,1
VCE,Venezia Tessera,I,Venézia,Veneto,45.505278,12.351944,2,1
BGY,Bergamo Orio Al Serio,I,Bérgamo,Lombardia,45.673889,9.704166,238,1
TRN,Torino,I,Torino,Piemonte,45.200761,7.649631,302,1
TRS,Ronchi Dei Legionari,I,Trieste,Friuli-Venezia Giulia,45.8275,13.472222,11,1
BLQ,Bologna,I,Bologna,Emilia-Romagna,44.535444,11.288667,38,1
CTA,Catania Fontanarossa,I,Catánia,Sicilia,37.466781,15.0664,12,1
LMP,Lampedusa,I,,,35.497914,12.618083,21,1
CIA,Ciampino,I,Roma,Lazio,41.799361,12.594936,130,1
LIN,Linate,I,Milano,Lombardia,45.445103,9.276739,108,1
KIN,Norman Manley Intl,JA,Kingston,Jamaica,17.935667,-76.7875,3,-5
OKJ,Okayama,J,Okayama,Okayama,34.756944,133.855278,246,9
OKA,Naha,J,Naha,Okinawa,26.195814,127.645869,4,9
OIT,Oita,J,Oita,Oita,33.479444,131.737222,6,9
GAJ,Yamagata,J,Yamagata,Yamagata,38.411894,140.371331,108,9
FUK,Fukuoka,J,Fukuoka,Fukuoka,33.585942,130.450686,10,9
FKS,Fukushima Airport,J,Fukushima,Fukushima,37.2274,140.431,372,9
HIJ,Hiroshima,J,Hiroshima,Hiroshima,34.436111,132.919444,332,9
HND,Tokyo Intl,J,Tokyo,Tokyo,35.552258,139.779694,11,9
HKD,Hakodate,J,Hakodate,Hokkaido,41.77,140.821944,46,9
HSG,Saga Airport,J,Saga,Saga,33.1497,130.302,2,9
ITM,Osaka Intl,J,Osaka,Osaka,34.785528,135.438222,15,9
AXT,Akita,J,Akita,Akita,39.615556,140.218611,95,9
TOY,Toyama,J,Toyama,Toyama,36.648333,137.1875,29,9
AOJ,Aomori,J,Aomori,Aomori,40.734722,140.690833,202,9
CTS,New Chitose,J,Sapporo,Hokkaido,42.7752,141.692283,25,9
TAK,Takamatsu,J,Takamatsu,Kagawa,34.214167,134.015556,185,9
SDJ,Sendai,J,Sendai,Miyagi,38.139722,140.916944,5,9
KIX,Kansai,J,Osaka,Osaka,34.4347222,135.244167,15,9
KIJ,Niigata,J,Niigata,Niigata,37.5711,139.0646,2,9
KOJ,Kagoshima,J,Kagoshima,Kagoshima,31.803397,130.719408,276,9
TTJ,Tottori,J,Tottori,Tottori,35.530069,134.166553,20,9
KMI,Miyazaki,J,Miyazaki,Miyazaki,31.877222,131.448611,6,9
KMQ,Komatsu,J,Kanazawa,Ishikawa,36.394611,136.406544,11,9
KMJ,Kumamoto,J,Kumamoto,Kumamoto,32.837319,130.85505,196,9
TKS,Tokushima,J,Tokushima,Tokushima,34.132808,134.606639,8,9
KCZ,Kochi,J,Kochi,Kochi,33.546111,133.669444,13,9
KKJ,New Kitakyushu,J,Kitakyushu,Fukuoka,33.845942,131.034689,6,9
NGO,Chubu Centrair Intl,J,Nagoya,Aichi,34.858414,136.805408,5,9
NGS,Nagasaki,J,Nagasaki,Nagasaki,32.916944,129.913611,5,9
UKB,Kobe,J,Kobe,Hyogo,34.632778,135.223889,7,9
NRT,Narita Intl,J,Tokyo,Tokyo,35.764722,140.386389,43,9
UBJ,Yamaguchi Ube,J,Yamaguchi,Yamaguchi,33.93,131.278611,7,9
MYJ,Matsuyama,J,Matsuyama,Ehime,33.827222,132.699722,8,9
FSZ,Mt. Fuji Shizuoka Airport,J,Shizuoka,Shizuoka,34.796111,138.189444,132,9
JER,Jersey,GBJ,Saint Helier,Jersey,49.207947,-2.195508,84,0
AMM,Queen Alia Intl,JOR,Amman,Jordan,31.722556,35.993214,730,2
PLX,Semipalatinsk,KZ,Semei,East-Kazakhstan,50.3513,80.2344,232,6
URA,Uralsk,KZ,Oral,West Kazakhstan,51.150833,51.543056,38,5
GUW,Atyrau,KZ,Atyrau,Atyrau,47.121944,51.821389,-22,5
SCO,Aktau,KZ,Aktau,Mangistau,43.513557,51.052817,6,5
DZN,Zhezkazgan Airport,KZ,Zhezkazgan,Karaganda,47.708333,67.733333,381,6
KSN,Kostanay West Airport,KZ,Kustanay,Kostanai,53.206944,63.550278,181,6
UKK,Ust Kamenogorsk Airport,KZ,Öskemen,East-Kazakhstan,50.0366,82.4942,286,6
CIT,Shymkent,KZ,Shymkent,South-Kazakhstan,42.364167,69.478889,422,6
ALA,Almaty,KZ,Almaty,Almaty City,43.352072,77.040508,681,6
TSE,Astana Intl,KZ,Astana,Astana,51.022222,71.466944,355,6
KGF,Sary-Arka,KZ,Karaganda,Karaganda,49.670833,73.334444,538,6
PWQ,Pavlodar,KZ,Pavlodar,Pavlodar,52.195,77.073889,125,6
KZO,Kzylorda,KZ,Kyzylorda,Kyzylorda,44.709,65.591,131,6
MYD,Malindi Airport,EAK,Malindi,Kenya,-3.22931,40.1017,24,3
MBA,Mombasa Moi Intl,EAK,Mombasa,Kenya,-4.034833,39.59425,61,3
NBO,Jomo Kenyatta International,EAK,Nairobi,Kenya,-1.319167,36.9275,1624,3
WIL,Nairobi Wilson,EAK,Nairobi,Kenya,-1.321719,36.814833,1691,3
KIS,Kisumu,EAK,Kisumu,Kenya,-0.086139,34.728892,1157,3
EDL,Eldoret Intl,EAK,Eldoret,Kenya,0.404458,35.238928,2116,3
TRW,Bonriki Intl,KIR,Tarawa,Kiribati,1.3817,-173.1442,3,14
KWI,Kuwait Intl,KWT,Al Kuwayt,Kuwait,29.226567,47.968928,63,3
FRU,Manas,KG,Bishkek,Kyrgyzstan,43.061306,74.477556,627,5
OSS,Osh,KG,Osh,Kyrgyzstan,40.608989,72.793269,892,5
VTE,Wattay Intl,LAO,Vientiane,Laos,17.988322,102.563256,172,7
RIX,Riga Intl,LV,Rīga,Latvia,56.923611,23.971111,10,2
BEY,Rafic Hariri Intl,RL,Bayrūt,Lebanon,33.820931,35.488389,27,2
MSU,Moshoeshoe I Intl,LS,Maseru,Lesotho,-29.462256,27.552503,1630,2
ROB,Monrovia Roberts Intl,LB,Monrovia,Liberia,6.233789,-10.362311,9,0
BEN,Benina,LAR,Benghazi,Libya,32.096786,20.269472,132,1
MRA,Misratah Airport,LAR,Misratah,Libya,32.325,15.061,18,1
TIP,Tripoli Intl,LAR,Tripoli,Libya,32.663544,13.159011,80,1
KUN,Kaunas Intl,LT,Kaunas,Lithuania,54.963919,24.084778,78,2
VNO,Vilnius Intl,LT,Vilnius,Lithuania,54.634133,25.285767,197,2
LUX,Luxembourg,L,Luxembourg,Luxembourg,49.626575,6.211517,376,1
MFM,Macao Intl,MAC,Macao,Macau,22.149556,113.591558,6,8
SKP,Skopje,MK,Skopje,North Macedonia,41.961622,21.621381,238,1
DIE,Arrachart,RM,Antsiranana,Madagascar,-12.3494,49.291747,114,3
TLE,Toliara,RM,Toliara,Madagascar,-23.383369,43.728453,9,3
TNR,Ivato,RM,Antananarivo,Madagascar,-18.79695,47.478806,1280,3
TMM,Toamasina,RM,Tamatave,Madagascar,-18.109517,49.392536,7,3
BLZ,Chileka Intl,MW,Blantyre,Malawi,-15.679053,34.974014,779,2
LLW,Kamuzu Intl,MW,Lilongwe,Malawi,-13.789378,33.781,1230,2
PEN,Penang Intl,MAL,Georgetown,Pulau Pinang,5.297139,100.276864,3,8
TGG,Sultan Mahmud,MAL,Kuala Terengganu,Terengganu,5.382639,103.10336,6,8
SDK,Sandakan,MAL,Sandakan,Sabah,5.900897,118.059486,14,8
BKI,Kota Kinabalu Intl,MAL,Kota Kinabalu,Sabah,5.937208,116.051181,3,8
JHB,Sultan Ismail,MAL,Johor Bahru,Johor,1.641308,103.669619,41,8
KCH,Kuching Intl,MAL,Kuching Utara,Sarawak,1.484697,110.346933,27,8
